,Screen Size,Native Screen Resolution,Touchscreen Display,Convertible/Hybrid Display,Processor Type,Processor Cores,Processor Speed,Storage Drive Type,2-in-1,Processor Cache,Other Display Features,Year of Original Release,Display Type,Touchscreen,3D Capable Display,Screen Finish,Built-in Storage - Capacity GB,Built-in Storage Type,Solid-State Drive Capacity,RAM Size,RAM,Graphics Card,ENERGY STAR Qualified,Built-in Memory Card Reader,USB Ports,Integrated Wi-Fi,Webcam,Keyboard Language,Backlit Keyboard,Hard Disk Drive Capacity,Hard Drive Speed (Revolutions Per Minute),Colour,Optical Drive,Front Camera Still Resolution,Integrated Bluetooth,Approximate Battery Life,Pre-loaded Operating System,Compatible Memory Card Types,Operating System Language,Card Reader,Ethernet Port,Video Memory Configuration,Battery Type,Width,Height,Weight,Operating System,windows laptop,Type,Digital Download,CPU,Memory (RAM),Graphics,Disk Space,Internal or External,Other Input or Output Ports,Display Ports,HDCP Compliant,VR Ready,macbook,macbook_air,External Controls & Buttons,Wireless Carrier,Product Condition,Dedicated Video Memory Size,macbook_pro,Loaded Software,Wireless Display (WiDi) Capable,surface,chromebook,Battery - Number of Cells,gaming_laptop
683,13.3 in,,,,,,,,,,,2017,,,,,,,,,8,,No,,,,,English,,,,space grey,,,,0,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
684,13.3 in,,,,,,,,,,,2017,,,,,,,1 GB,8 GB,8,,No,,,,,English,,,,,,,,Cycle Count: 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
685,15 in,,,,,,,,,,,2017,,,,,,,256 GB,16 GB,16,Intel HD Graphics MHz LPDDR3,No,,,,,,,,,,,,,Cycle Count: 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
686,15 in,,,,,,,,,,,2017,,,,,,,256 GB,16 GB,16,,No,,,,,,,,,,,,,cycle count: 677,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
687,,,,,,,,,,,,2012,,,,,,,,,,,No,,,,,,Yes,,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
688,,,,,,,,,,,,2012,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
689,15 in,,No,,,,,,,,,2012,,,,,,,256 GB,,16,,No,,,,,,,,,Silver,,,,Cycle Count: 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
690,15 in,,,,,,,,,,,2012,,,,,,,,,8,,No,,,,,,,256 GB,,Silver,,,,cycle count: 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
691,15 in,,,,,,,,,,,2012,,,,,,,256 GB,,8,,No,,,,,,,,,Silver,,,,cycle count: 428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
692,15 in,,,,Intel Core I7-3615QM,,,,,,,2012,,,,,,,,16 GB,16,,No,,,,Yes,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
693,15 in,,,,Intel Core I7-3720QM,,2.6 GHz,,,,,2012,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
694,13 in,,,No,Intel Core I5-3210M,,2.5 GHz,,,,,2012,,,,,,,,,,,No,,,,,,,,5400 RPM,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
695,13 in,,,No,Core i5,,,,,,,2012,,,,,,,,8 GB,,,No,,TwUSB 3 ports (up t5 Gbps),,,,,,,,,,Bluetooth 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
696,13 in,,,,Intel Core I7-3615QM,,,,,,,2012,,,,,,,,4 GB,4,,No,,,,,,,,5400 rpm,,DVD-RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
697,13.3 in,,No,,,,,,,,,2014,,,,,,,,,8,,No,,,,,,,128 GB,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
698,15.4 in,,,,,,,,,,,2014,,,,,,,512 GB,,16 GB,,No,,,,,,,,,,NO,,,,10.13 High Sierra,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
699,13.3 in,,,,Intel Core i5,4,2.8 GHz,,,,,2014,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
700,13.3 in,,,,Intel Core i7,4,3.0 GHz,,,,,2014,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
701,13.3 in,,,,Intel Core i7,4,3.0 GHz,,,,,2014,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
702,15.4 in,,,,Intel Core i7,4,2.2 GHz,,,,,2014,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
703,15.4 in,,,,Intel Core i7,4,2.2 GHz,,,,,2015,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
704,,,,,,,,,,,,2014,,,,,,,256 GB,,16 GB,,No,,,,Yes,,,,,,NO,,,,10.13 High Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.13 High Sierra,,,,,
705,,,,,Intel Core I5-4288U,,2.6 GHz,,,,,2014,,,,,,,500 GB,8 GB,8,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
706,13.3 in,,,,,,,,,,,2010,,,,,,,,,4,,No,,,,,,,250 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
707,15.4 in,,,,,,,,,,,2010,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
708,15.4 in,,,,Intel Core i7,4,2.5 GHz,,,,,2015,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
709,15.4 in,,,,Intel Core i7,4,2.8 GHz,,,,,2015,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
710,13.3 in,,,,Intel Core i7,4,3.1 GHz,,,,,2015,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
711,13.3 in,,,,Intel Core i7,2,3.1 GHz,,,,,2015,,,,,,,512 GB,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
712,13.3 in,,,,Intel Core i7,2,3.1 GHz,,,,,2015,,,,,,,512 GB,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
713,13.3 in,,,,Intel Core i5,4,2.9 GHz,,,,,2015,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
714,13.3 in,,,,Intel Core i5,4,2.7 GHz,,,,,2015,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
715,,,,,Intel Core i5,,2.7 GHz,,,,,2015,,,,,,,256 GB,8 GB,,,No,,,,,,,,Not Applicable,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
716,,,,,Intel Core i5,,,,,,,2015,,,,,,,,8 GB,,,No,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
717,13 in,,,,Intel Core I5-5257U,,2.7 GHz,,,,,2015,,,,,,,128 GB,8 GB,8,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
718,15.4 in,,No,,,,,,,,,2018,,,,,,,,,,,No,,,,,English,,,,space grey,,,,Battery Cycle: 8,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
719,13.3 in,,,,Intel Core i5,2,2.9 GHz,,,,,2016,,,,,,,256 GB,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
720,13.3 in,,,,Intel Core i5,2,2.9 GHz,,,,,2016,,,,,,,512 GB,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
721,13.3 in,,,,Intel Core i5,2,2.9 GHz,,,,,2016,,,,,,,512 GB,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
722,13.3 in,,,,Intel Core i5,2,2.0 GHz,,,,,2016,,,,,,,256 GB,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
723,13.3 in,,,,Intel Core i5,2,3.1 GHz,,,,,2016,,,,,,,512 GB,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
724,15 in,,,,,,,,,,,,,,,,,,,,,,No,,,,,English,Yes,,,,,,,,,,Bilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
725,15.4 in,,,,INTEL CORE i7-4750HQ,,2 GHz,,,,,,,,,,,,,16 GB,16GB,,No,,,802.11 b/g/n,,,,,,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
726,15.4 in,,,,INTEL CORE i7-4850HQ,,,,,,,,,,,,,,,16 GB,16GB,,No,,,802.11 b/g/n,Yes,,,,,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
727,15.4 in,,,,INTEL CORE i7-4960HQ,,2.6 GHz,,,,,,,,,,,,,16 GB,16GB,,No,,,802.11 b/g/n,,,,,,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
728,13.3 in,,,,INTEL CORE I7-4558U,,2.8 GHz,,,,,,,,,,,,256 GB,8 GB,8GB,,No,,,802.11 b/g/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
729,,,,,Core 2 Duo,,,,,,,2011,,,,,,,,,8GB,Intel Graphics,No,,,,,,,,,,Yes,,,Up to 3 Hours,MacOS 10.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
730,13 in,,,,Intel Core I5-2415M,,,,,,,2011,,,,,,,,4 GB,4,,No,,,,,,,,5400 rpm,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
731,13.3 in,,,,Seventh Generation - Intel Core i5,,2.3 GHz,,,,,2017,,,,,,,128 GB,8 GB,,,Yes,,,,,,,,,,,,,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
732,13 in,,,,Intel Core I5-7360U,,,,,,,2017,,,,,,,,8 GB,8,,No,,,,Yes,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
733,15.4 in,,No,,Intel Core I7 4750HQ,4,2 GHz,,,,,2013,,,,,,,256 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
734,11.6 in,1366 X 768 (HD),No,No,MediaTek MT8173C,4,2.1 GHz,,,,,2019,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
735,14 in,1366 X 768 (HD),No,No,MediaTek MT8173C,4,2.1 GHz,,,,,,,,,,,,,,,,No,,,,,,,32 GB,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
736,14 in,1366 x 768,No,No,MediaTek MT8173C,4,2.1 GHz,,,,,,,,,,,,,,,,No,,,,,,,32 GB,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
737,11.6 in,1366 x 768,No,,Intel Dual-Core Celeron N3350,2,1.1 GHz,,,2 MB,HD; Matte,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
738,15.6 in,1366 x 768,No,No,Intel Dual-Core Celeron N3350,2,1.1 GHz,,,,,,,,,,,,64 GB,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
739,11.6 in,1366 x 768,No,No,Intel Dual-Core Celeron N3060,2,1.6 GHz,,,,,,,,,,,,16 GB,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
740,11.6 in,1366 x 768,No,No,Intel Celeron N3060,2,1.60 GHz,,,,IPS,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
741,11.6 in,1366 x 768,No,No,Intel Celeron N3060,,1.04 GHz,,,,,,,,,,,,32 GB,,,,No,,,,,,,32 GB,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
742,11.6 in,1366 x 768,No,No,Intel® Celeron N3060,2,1.60 GHz,,,,Anti-glare,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
743,11.6 in,1366 x 768,No,,Intel Celeron 2955U 1.4 GHz Dual Core,2,1.4 GHz,,,,,,,,,,,,16 GB,2 GB,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
744,15.6 in,1366 x 768,No,No,Intel X5-E8000,4,1.04 GHz,,,,HD Widescreen LED-backlit Display,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
745,15.6 in,1366 x 768,No,No,AMD A4-9120C,2,1.6 GHz,,,1 MB L2 cache,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
746,,1366 x 768,No,No,NVIDIA Tegra K1 CD570M,4,,,,2 MB,,,,,,,,,,2 GB,4 GB DDR3 @ 1600MHz,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
747,11.6 in,1366 x 768,Yes,Yes,Intel Celeron N4100,4,1.10 GHz,,,,IPS,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
748,11.6 in,1366 x 768,Yes,,MediaTek MT8173c,4,2.1 GHz,,,,,,,,,,,,32 GB,4 GB,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
749,11.6 in,1366 x 768,Yes,Yes,Celeron N3060,,,,,,,,,,,,,,32 GB,4 GB,,Intel HD Graphics 400,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
750,14 in,1366 x 768,Yes,No,AMD Dual-Core A4-9120C,2,1.6 GHz,,,1 MB,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
751,11.3 in,1366 x 768,,No,Intel Celeron N2830,2,2.16 GHz,,,1 MB,,,,,,,,,16 GB,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
752,14.0 in,1366 x 768,,,1.6 GHz AMD A4-9120C Dual-Core,2,2.4 GHz,,,1 MB,,,,,,,,,,4 GB,1866 MHz DDR4,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
753,11.6 in,,No,,INTEL Celeron N2840,2,2.16 GHz,,,1MB L2,11.6” (1366 x 768) display,,,,,,,,16 GB,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
754,11 in,,Yes,,Intel Celeron N3350,,,,,,,,,,,,,,32 GB,4 GB,4GB RAM,Intel HD Graphics,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
755,14 in,,,Yes,Celeron 2955U,,,,,,,,,,,,,,16 GB,4 GB,,,No,,,,,,,,,White,,,,,Chrome OS,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
756,11.6 in,,,No,,,1.6 GHz,,,,,,,,,,,,,4 GB,,,No,,,,,English,,,,,,,,,Chrome Os,,English,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
757,,,Yes,,Intel Celeron N3060,,,,,,,,,,,,,,,,4 GB,,No,,,,,English,,,,Black,,,,,Chrome OS,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
758,14 in,1920 x 1080,No,No,2.2 GHz,2,2.2 GHz,,,1 MB,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
759,14 in,1920 x 1080,Yes,No,Intel Core i3-8130U,2,2.2 GHz,,,,IPS,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
760,15.6 in,1920 x 1080,Yes,,Intel Quad-Core Pentium N4200,4,1.1 GHz,,,,FHD; Glossy,,,,,,,,,,,,No,,,,,,,64 GB,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
761,14 in,1920x1080,No,,Intel Celeron N3160,4,,,,,,,,,,,,,,4 GB,4GB LPDDR3,,No,,,,,,,32 GB,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
762,14.0 in,1920x1080,Yes,Yes,Intel Core m3-8100Y,2,1.1 GHz,,,,"FHD, Glossy",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
763,13.3 in,Full HD 1920x1080 (166 ppi),Yes,,8th Gen Intel Core m3,,,,,,,,,,,,,,64 GB,8 GB,,,No,,USB-C Charging,,,,,,Not Applicable,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
764,13.3 in,Full HD 1920x1080 (166 ppi),Yes,,8th Gen Intel Core i5,,,,,,,,,,,,,,128 GB,8 GB,,,No,,USB-C Charging,,,,,,Not Applicable,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
765,,1366 x 768,No,,Celeron,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,No,,Yes,,Chrome OS,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
766,,1366 x 768,No,,Celeron,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,Yes,14 Hour,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
767,,1366 x 768,No,,Celeron,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,Yes,13 Hour,Chrome OS (English),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
768,,1920 x 1080,Yes,,Pentium Gold,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,Yes,13 Hour,Chrome OS,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
769,,1920 x 1080,Yes,,Core i3,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,Yes,13.50 Hour,Chrome OS,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
770,13.5 in,2256 x 1504,Yes,Yes,Intel Core i5-8250U,2,1.6 GHz,,,,IPS,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
771,11.6 in,,,,,,,,,,,,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
772,11 in,,,,,,,,,,,,,,,,,,,,,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
773,11.6 in,,,,,,1.6 GHz,,,,,,,,,,,,16 GB,4 GB,DDR3,,No,,,,,,,,,,,,,,Chrome OS,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
774,11.6 in,,Yes,,,,1.1 GHz,,,,,,,,,,,,32 GB,,LPDDR4,,No,,,,,,,,,,,,,,Chrome OS,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
775,,1366 x 768,Yes,,Celeron,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,Yes,,Chrome OS,,,,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
776,,1366 x 768,No,,A-Series,,,,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,Yes,10 Hour,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
777,,1366 x 768,,,A-Series,,,,,,,,,,,,,,,,,,No,,,Yes,Yes,,,,,,,,Yes,10 Hour,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
778,,,,,Cortex-A17 RK3288C,4,,,,,,,,,,,,,,4 GB,4 GB(DDR3),ARM Mali T764,No,,,802.11b/g/n/ac,,,,,,,,,Yes - 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
779,,1920 x 1080,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Yes,,,,,,No,,Yes,8.50 Hour,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
780,11.6 in,,No,No,Intel Celeron N3060,,1.6 GHz,,,,,,,,,,,,,,DDR3,,No,,,,,,,,,,,,,,Chrome Os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
781,,,No,,Intel Celeron N3350,,,,,,,,,,,,,,,,4 GB,Intel HD Graphics,No,,,,,English,,,,Black,,,,,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
782,14 in,1366 X 768 (HD),No,No,MediaTek MT8173C,4,,,,,,,,,,,,,,4 GB,1866MHz,,,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
783,,1366 x 768,No,,Intel Dual-Core Celeron N3350,2,,,,,HD; Matte,,,,,,,,,,LPDDR4,Intel HD,,,,,,,,,,,No,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
784,11.6 in,1366 x 768,No,,Intel Dual-Core Celeron N3350,2,1.1 GHz,,,,HD; Matte,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
785,,1366 x 768,No,No,Intel Dual-Core Celeron N3060,2,,,,,,,,,,,,,,,DDR3L,Intel HD,,,,,,,,,,,No,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
786,11.6 in,1366 x 768,No,,Intel Dual-Core Celeron N3060,2,1.6 GHz,,,,HD; AntiGlare; 200 nits; 45% NTSC; 16:9,,,,,,,,,,,,,,,,,,,16 GB,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
787,11.6 in,1366 x 768,No,No,Intel Celeron N3060,2,2.48 GHz,,,2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
788,15.6 in,1366 x 768,No,No,Intel Celeron N3060,2,1.6 GHz,,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
789,15.6 in,1366 x 768,No,No,Intel Celeron N3060,2,1.6 GHz,,,2Mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
790,15.6 in,1366 x 768,No,No,AMD A4-9120C,2,1.6 GHz,,,1Mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
791,14.0 in,1366 x 768,Yes,No,AMD Dual-Core A4-9120C,2,1.6 GHz,,,1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80 cm,2.60 cm,4.14 kg,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,1.0,,
792,11.6 in,,No,,INTEL Celeron N2840,2,2.16 GHz,,,1MB L2,11.6” (1366 x 768) display,,,,,,,,,2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
